settlement_id,feature_id,feature_orig,feature_rus,feature_eng,value_orig,value_rus,value_eng,value_comment_rus,value_comment_eng
26,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
27,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
28,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
29,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
30,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
31,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
32,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
33,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
34,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
35,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
36,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
37,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
38,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
39,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
40,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
41,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,нет данных,нет данных,no data,,
42,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
43,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
44,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
45,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
46,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
47,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
48,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
49,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
50,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
51,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
52,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
53,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
54,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
55,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
56,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
57,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,нет данных,нет данных,no data,,
58,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
59,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
60,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
61,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
62,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
63,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,формы с istodan отсутствуют,не используется,not used,,
64,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется только настоящее определенное время (употребляется реже чем на севере),в прогрессиве в настоящем,in the Progressive Present,,
65,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется только настоящее определенное время (употребляется реже чем на севере),в прогрессиве в настоящем,in the Progressive Present,,
66,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется только настоящее определенное время (употребляется реже чем на севере),в прогрессиве в настоящем,in the Progressive Present,,
67,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
68,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется только настоящее определенное время (употребляется реже чем на севере),в прогрессиве в настоящем,in the Progressive Present,,
69,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется только настоящее определенное время (употребляется реже чем на севере),в прогрессиве в настоящем,in the Progressive Present,,
70,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется только настоящее определенное время (употребляется реже чем на севере),в прогрессиве в настоящем,in the Progressive Present,,
71,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется только настоящее определенное время (употребляется реже чем на севере),в прогрессиве в настоящем,in the Progressive Present,,
72,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется только настоящее определенное время (употребляется реже чем на севере),в прогрессиве в настоящем,in the Progressive Present,,
73,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
74,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется только настоящее определенное время (употребляется реже чем на севере),в прогрессиве в настоящем,in the Progressive Present,,
75,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
76,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется только настоящее определенное время (употребляется реже чем на севере),в прогрессиве в настоящем,in the Progressive Present,,
77,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,нет данных,нет данных,no data,,
78,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,нет данных,нет данных,no data,,
79,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,нет данных,нет данных,no data,,
80,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,нет данных,нет данных,no data,,
81,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется только настоящее определенное время (употребляется реже чем на севере),в прогрессиве в настоящем,in the Progressive Present,,
82,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется только настоящее определенное время (употребляется реже чем на севере),в прогрессиве в настоящем,in the Progressive Present,,
83,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется только настоящее определенное время (употребляется реже чем на севере),в прогрессиве в настоящем,in the Progressive Present,,
84,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
85,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
86,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
87,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
88,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
89,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
90,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
91,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
92,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
93,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
94,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,формы с istodan отсутствуют,не используется,not used,,
95,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,формы с istodan отсутствуют,не используется,not used,,
96,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,формы с istodan отсутствуют,не используется,not used,,
B,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
L,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
S,12,Употребление формы с istodan в изъявительном наклонении,Употребление вспомогательного глагола /ɪstodan/ в изъявительном наклонении,Use of the auxiliary /ɪstodan/ in the indicative mood,имеется настоящее определенное время и прошедшее определенное время,в прогрессиве в настоящем и прошедшем,in the Progressive Present and Past,,
1,13,"Употребление форм с istodan в аудитивном, сослагательном и предположительном наклонении","Употребление вспомогательного глагола /ɪstodan/ в эвиденциальном, сослагательном и презумптивном наклонениях","Use of the auxiliary /ɪstodan/ in evidential, subjunctive and presumptive moods",имеются в аудитивном и предположительном наклонении,в эвиденциальном и презумптивном,in the evidential and the presumptive,,
1,13,"Употребление форм с istodan в аудитивном, сослагательном и предположительном наклонении","Употребление вспомогательного глагола /ɪstodan/ в эвиденциальном, сослагательном и презумптивном наклонениях","Use of the auxiliary /ɪstodan/ in evidential, subjunctive and presumptive moods",имеются в сослагательном наклонении,в сослагательном,in the subjunctive,,
2,13,"Употребление форм с istodan в аудитивном, сослагательном и предположительном наклонении","Употребление вспомогательного глагола /ɪstodan/ в эвиденциальном, сослагательном и презумптивном наклонениях","Use of the auxiliary /ɪstodan/ in evidential, subjunctive and presumptive moods",имеются в аудитивном и предположительном наклонении,в эвиденциальном и презумптивном,in the evidential and the presumptive,,
2,13,"Употребление форм с istodan в аудитивном, сослагательном и предположительном наклонении","Употребление вспомогательного глагола /ɪstodan/ в эвиденциальном, сослагательном и презумптивном наклонениях","Use of the auxiliary /ɪstodan/ in evidential, subjunctive and presumptive moods",имеются в сослагательном наклонении,в сослагательном,in the subjunctive,,
3,13,"Употребление форм с istodan в аудитивном, сослагательном и предположительном наклонении","Употребление вспомогательного глагола /ɪstodan/ в эвиденциальном, сослагательном и презумптивном наклонениях","Use of the auxiliary /ɪstodan/ in evidential, subjunctive and presumptive moods",имеются в аудитивном и предположительном наклонении,в эвиденциальном и презумптивном,in the evidential and the presumptive,,
3,13,"Употребление форм с istodan в аудитивном, сослагательном и предположительном наклонении","Употребление вспомогательного глагола /ɪstodan/ в эвиденциальном, сослагательном и презумптивном наклонениях","Use of the auxiliary /ɪstodan/ in evidential, subjunctive and presumptive moods",имеются в сослагательном наклонении,в сослагательном,in the subjunctive,,
4,13,"Употребление форм с istodan в аудитивном, сослагательном и предположительном наклонении","Употребление вспомогательного глагола /ɪstodan/ в эвиденциальном, сослагательном и презумптивном наклонениях","Use of the auxiliary /ɪstodan/ in evidential, subjunctive and presumptive moods",имеются в аудитивном и предположительном наклонении,в эвиденциальном и презумптивном,in the evidential and the presumptive,,
4,13,"Употребление форм с istodan в аудитивном, сослагательном и предположительном наклонении","Употребление вспомогательного глагола /ɪstodan/ в эвиденциальном, сослагательном и презумптивном наклонениях","Use of the auxiliary /ɪstodan/ in evidential, subjunctive and presumptive moods",имеются в сослагательном наклонении,в сослагательном,in the subjunctive,,
5,13,"Употребление форм с istodan в аудитивном, сослагательном и предположительном наклонении","Употребление вспомогательного глагола /ɪstodan/ в эвиденциальном, сослагательном и презумптивном наклонениях","Use of the auxiliary /ɪstodan/ in evidential, subjunctive and presumptive moods",имеются в аудитивном и предположительном наклонении,в эвиденциальном и презумптивном,in the evidential and the presumptive,,
5,13,"Употребление форм с istodan в аудитивном, сослагательном и предположительном наклонении","Употребление вспомогательного глагола /ɪstodan/ в эвиденциальном, сослагательном и презумптивном наклонениях","Use of the auxiliary /ɪstodan/ in evidential, subjunctive and presumptive moods",имеются в сослагательном наклонении,в сослагательном,in the subjunctive,,
6,13,"Употребление форм с istodan в аудитивном, сослагательном и предположительном наклонении","Употребление вспомогательного глагола /ɪstodan/ в эвиденциальном, сослагательном и презумптивном наклонениях","Use of the auxiliary /ɪstodan/ in evidential, subjunctive and presumptive moods",имеются в аудитивном и предположительном наклонении,в эвиденциальном и презумптивном,in the evidential and the presumptive,,
6,13,"Употребление форм с istodan в аудитивном, сослагательном и предположительном наклонении","Употребление вспомогательного глагола /ɪstodan/ в эвиденциальном, сослагательном и презумптивном наклонениях","Use of the auxiliary /ɪstodan/ in evidential, subjunctive and presumptive moods",имеются в сослагательном наклонении,в сослагательном,in the subjunctive,,
7,13,"Употребление форм с istodan в аудитивном, сослагательном и предположительном наклонении","Употребление вспомогательного глагола /ɪstodan/ в эвиденциальном, сослагательном и презумптивном наклонениях","Use of the auxiliary /ɪstodan/ in evidential, subjunctive and presumptive moods",имеются в аудитивном и предположительном наклонении,в эвиденциальном и презумптивном,in the evidential and the presumptive,,
